GEONAME,LNTITLE,GEOID,TOT_EST,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE,ID,totalvotes,TURNOUT,,
"Okmulgee County, Oklahoma",Total,05000US40111,39320,29785,41,39115,68,29580,74,40111,13949,0.471568627,,
"Jefferson County, Arkansas",Total,05000US05069,72385,55615,3,71650,154,54905,145,05069,25894,0.471614607,,
"Logan County, Arkansas",Total,05000US05083,21935,17025,70,21680,163,16795,159,05083,7921,0.471628461,,
"Yuba County, California",Total,05000US06115,73895,53290,,69175,637,48745,598,06115,22998,0.471802236,,
"Allendale County, South Carolina",Total,05000US45005,9590,7680,28,9520,49,7610,36,45005,3592,0.472010512,,
"Grant County, Indiana",Total,05000US18053,68270,54000,40,67890,132,53625,140,18053,25312,0.472018648,,
"Dallas County, Arkansas",Total,05000US05039,7740,5930,35,7675,75,5865,72,05039,2771,0.472463768,,
"Clay County, Tennessee",Total,05000US47027,7770,6260,67,7660,82,6180,104,47027,2920,0.472491909,,
"Norton city, Virginia",Total,05000US51720,3980,3170,150,3900,89,3090,151,51720,1460,0.472491909,,
"Boone County, West Virginia",Total,05000US54005,23645,18380,30,23635,16,18370,28,54005,8683,0.472672836,,
"Switzerland County, Indiana",Total,05000US18155,10485,7870,54,10430,44,7825,65,18155,3699,0.472715655,,
"Muscogee County, Georgia",Total,05000US13215,200305,151000,139,194675,683,146005,580,13215,69032,0.472805726,,
"Thurston County, Nebraska",Total,05000US31173,6990,4500,13,6895,28,4415,25,31173,2088,0.472933182,,
"Ben Hill County, Georgia",Total,05000US13017,17405,12885,,17065,79,12550,78,13017,5936,0.472988048,,
"Washington County, Mississippi",Total,05000US28151,48825,35825,19,48525,131,35560,113,28151,16825,0.473143982,,
"Garza County, Texas",Total,05000US48169,6615,5400,173,4305,338,3135,299,48169,1484,0.473365231,,
"Mercer County, West Virginia",Total,05000US54055,61475,48815,55,61205,100,48545,116,54055,22982,0.473416418,,
"Sherman County, Texas",Total,05000US48421,3070,2320,127,2695,79,1975,156,48421,935,0.473417722,,
"Moore County, Texas",Total,05000US48341,22185,15100,105,17575,515,11160,426,48341,5284,0.473476703,,
"Concho County, Texas",Total,05000US48095,4140,3595,,2800,238,2255,238,48095,1068,0.473614191,,
"Limestone County, Texas",Total,05000US48293,23470,18020,39,21650,276,16335,249,48293,7739,0.473767983,,
"Upshur County, West Virginia",Total,05000US54097,24630,19540,73,24530,63,19450,84,54097,9218,0.473933162,,
"Cowley County, Kansas",Total,05000US20035,35975,27315,,35220,198,26630,181,20035,12621,0.473939166,,
"Powell County, Montana",Total,05000US30077,6930,5905,49,6920,11,5895,50,30077,2794,0.473960984,,
"Wayne County, Georgia",Total,05000US13305,30005,22560,74,29420,165,21970,162,13305,10413,0.473964497,,
"Mississippi County, Missouri",Total,05000US29133,14110,10940,53,14075,30,10905,42,29133,5169,0.474002751,,
"Atoka County, Oklahoma",Total,05000US40005,13845,10675,18,13750,32,10580,28,40005,5018,0.474291115,,
"Val Verde County, Texas",Total,05000US48465,48860,34585,103,42545,634,28690,551,48465,13617,0.474625305,,
"Andrews County, Texas",Total,05000US48003,17215,11905,51,15675,406,10410,385,48003,4943,0.474831892,,
"Elmore County, Idaho",Total,05000US16039,26105,19215,51,24780,355,17940,363,16039,8522,0.475027871,,
"Clark County, Arkansas",Total,05000US05019,22685,18260,45,22340,124,17945,119,05019,8526,0.475118417,,
"Craighead County, Arkansas",Total,05000US05031,102885,77320,49,100095,456,74820,378,05031,35573,0.475447741,,
"Floyd County, Texas",Total,05000US48153,6090,4425,,5780,133,4120,133,48153,1959,0.475485437,,
"Tyler County, Texas",Total,05000US48457,21370,17230,35,20990,136,16855,124,48457,8016,0.47558588,,
"Somerset County, Maryland",Total,05000US24039,25900,21535,,25140,219,20815,218,24039,9900,0.475618544,,
"Pottawatomie County, Oklahoma",Total,05000US40125,71550,54110,,70865,195,53505,156,40125,25452,0.47569386,,
"Jackson County, Mississippi",Total,05000US28059,140850,106590,,138140,502,104100,439,28059,49567,0.476147935,,
"Allen Parish, Louisiana",Total,05000US22003,25620,20155,170,24880,314,19415,387,22003,9245,0.476178213,,
"Montgomery County, Kansas",Total,05000US20125,33765,25785,41,33080,212,25205,177,20125,12004,0.476254711,,
"Vigo County, Indiana",Total,05000US18167,108100,85615,,105795,476,83605,391,18167,39818,0.476263381,,
"Cochran County, Texas",Total,05000US48079,2955,2105,7,2690,84,1890,67,48079,901,0.476719577,,
"Bexar County, Texas",Total,05000US48029,1858700,1371360,,1710260,4450,1235910,3864,48029,589645,0.477093801,,
"Fannin County, Texas",Total,05000US48147,33755,26630,,32180,228,25240,199,48147,12044,0.477179081,,
"Wise County, Virginia",Total,05000US51195,40075,31970,44,39875,69,31770,81,51195,15163,0.477274158,,
"Mellette County, South Dakota",Total,05000US46095,2085,1435,60,2080,10,1430,61,46095,683,0.477622378,,
"St. Francois County, Missouri",Total,05000US29187,66230,52025,31,65935,141,51760,137,29187,24728,0.477743431,,
"Union County, Florida",Total,05000US12125,15160,12265,20,14795,135,11910,129,12125,5694,0.478085642,,
"Wolfe County, Kentucky",Total,05000US21237,7220,5510,,7220,16,5510,16,21237,2635,0.478221416,,
"Tippecanoe County, Indiana",Total,05000US18157,183395,145410,74,167685,794,130720,702,18157,62515,0.478235924,,
"Heard County, Georgia",Total,05000US13149,11570,8845,27,11560,20,8830,28,13149,4223,0.478255946,,
"Desha County, Arkansas",Total,05000US05041,12235,9095,13,11975,119,8900,71,05041,4257,0.478314607,,
"Marshall County, Oklahoma",Total,05000US40095,16080,12265,,15215,140,11480,123,40095,5492,0.478397213,,
"Sussex County, Virginia",Total,05000US51183,11735,10785,280,11485,77,10535,273,51183,5044,0.478785002,,
"Evans County, Georgia",Total,05000US13109,10735,7920,12,10360,115,7545,115,13109,3613,0.478860172,,
"Dade County, Georgia",Total,05000US13083,16355,13195,98,16185,54,13035,101,13083,6242,0.478864595,,
"Choctaw County, Oklahoma",Total,05000US40023,15050,11405,,14975,30,11330,33,40023,5426,0.47890556,,
"Harmon County, Oklahoma",Total,05000US40057,2815,2125,18,2715,43,2040,40,40057,977,0.478921569,,
"Stanton County, Kansas",Total,05000US20187,2115,1515,82,1925,68,1330,101,20187,637,0.478947368,,
"Mason County, West Virginia",Total,05000US54053,27060,21380,35,26940,138,21260,144,54053,10186,0.47911571,,
"Luna County, New Mexico",Total,05000US35029,24625,18080,132,21600,403,15225,403,35029,7295,0.479146141,,
"Sumter County, Georgia",Total,05000US13261,31070,23540,63,30410,196,22895,192,13261,10974,0.479318629,,
"Cherokee County, Texas",Total,05000US48073,51255,38175,50,47830,444,35025,395,48073,16790,0.479371877,,
"Daviess County, Indiana",Total,05000US18027,32585,23070,44,31960,163,22450,156,18027,10768,0.479643653,,
"Fulton County, Kentucky",Total,05000US21075,6325,5000,,6285,36,4965,34,21075,2382,0.479758308,,
"Johnston County, Oklahoma",Total,05000US40069,11025,8410,,10985,25,8375,25,40069,4018,0.479761194,,
"Columbia County, Arkansas",Total,05000US05027,24170,18990,48,23665,234,18515,208,05027,8887,0.479989198,,
"Phillips County, Arkansas",Total,05000US05107,19930,14555,40,19860,72,14485,45,05107,6953,0.480013807,,
"Johnson County, Georgia",Total,05000US13167,9695,7670,33,9695,9,7670,32,13167,3686,0.480573664,,
"Chesterfield County, South Carolina",Total,05000US45025,46085,35465,81,45070,200,34500,195,45025,16581,0.480608696,,
"White County, Tennessee",Total,05000US47185,26375,20570,184,26235,154,20430,207,47185,9825,0.480910426,,
"Henderson County, Tennessee",Total,05000US47077,27950,21370,47,27825,98,21245,111,47077,10217,0.480913156,,
"Bedford County, Tennessee",Total,05000US47003,46330,34245,35,43785,289,31925,281,47003,15355,0.480971026,,
"Bronx County, New York",Total,05000US36005,1436785,1069355,87,1172865,4661,830545,4260,36005,399522,0.481035946,,
"Miami County, Indiana",Total,05000US18103,36095,28190,13,35875,98,28020,78,18103,13482,0.481156317,,
"Mingo County, West Virginia",Total,05000US54059,25550,19850,,25455,156,19755,154,54059,9510,0.481397115,,
"Candler County, Georgia",Total,05000US13043,10960,8200,16,10525,122,7815,104,13043,3763,0.481509917,,
"Woodruff County, Arkansas",Total,05000US05147,6875,5375,,6835,41,5335,41,05147,2571,0.481911903,,
"Jackson County, Tennessee",Total,05000US47087,11525,9280,57,11510,21,9265,61,47087,4466,0.482029142,,
"Roosevelt County, Montana",Total,05000US30085,11230,7620,66,11170,37,7565,60,30085,3652,0.482749504,,
"McKean County, Pennsylvania",Total,05000US42083,42610,34045,175,42285,82,33720,194,42083,16296,0.483274021,,
"Midland County, Texas",Total,05000US48329,155815,112445,80,144240,1098,101810,955,48329,49212,0.483370985,,
"Marlboro County, South Carolina",Total,05000US45069,27700,22025,89,27165,101,21490,89,45069,10389,0.483434155,,
"Claiborne Parish, Louisiana",Total,05000US22027,16450,13355,43,16365,79,13280,73,22027,6421,0.483509036,,
"Pope County, Arkansas",Total,05000US05115,63105,48735,,60850,413,46645,348,05115,22569,0.483846071,,
"Union County, Pennsylvania",Total,05000US42119,45180,37065,16,44210,224,36095,229,42119,17468,0.483945145,,
"Washington County, Missouri",Total,05000US29221,25000,19210,73,24965,33,19170,87,29221,9282,0.484194053,,
"Kern County, California",Total,05000US06029,871335,614580,,753015,3019,504215,2838,06029,244163,0.484243825,,
"Overton County, Tennessee",Total,05000US47133,22090,17075,56,22005,72,16990,92,47133,8229,0.484343732,,
"Prince Edward County, Virginia",Total,05000US51147,23075,19465,126,22460,488,18870,396,51147,9143,0.484525702,,
"Imperial County, California",Total,05000US06025,178805,127465,,148650,1263,99250,1201,06025,48091,0.484544081,,
"Stephens County, Texas",Total,05000US48429,9785,7585,80,9300,206,7140,192,48429,3461,0.484733894,,
"Marion County, Georgia",Total,05000US13197,8645,6725,,8505,183,6580,184,13197,3190,0.484802432,,
"Clarke County, Georgia",Total,05000US13059,122035,100785,81,113120,618,92700,546,13059,44976,0.485177994,,
"Raleigh County, West Virginia",Total,05000US54081,78050,61620,136,77365,227,60985,187,54081,29618,0.485660408,,
"Taylor County, West Virginia",Total,05000US54091,16950,13505,35,16885,47,13450,70,54091,6538,0.486096654,,
"Delaware County, Indiana",Total,05000US18035,116465,94225,,114985,342,92805,330,18035,45123,0.486213027,,
"Merced County, California",Total,05000US06047,265000,185195,71,223025,1872,145565,1718,06047,70789,0.486305087,,
"Hamilton County, Florida",Total,05000US12047,14360,11650,18,13930,86,11220,89,12047,5460,0.486631016,,
"Nevada County, Arkansas",Total,05000US05099,8670,6695,,8640,41,6670,42,05099,3246,0.486656672,,
"Greene County, Mississippi",Total,05000US28041,13940,11080,28,13890,35,11030,35,28041,5369,0.486763373,,
"Culberson County, Texas",Total,05000US48109,2260,1735,122,2095,67,1575,129,48109,767,0.486984127,,
"Luce County, Michigan",Total,05000US26095,6450,5365,,6380,41,5295,40,26095,2579,0.487063267,,
"Delaware County, Oklahoma",Total,05000US40041,41435,32710,5,40955,102,32240,100,40041,15716,0.487468983,,
"Madera County, California",Total,05000US06039,153365,110705,64,129255,1245,88435,1073,06039,43112,0.487499293,,
"Lee County, Kentucky",Total,05000US21129,6895,5475,18,6890,11,5470,20,21129,2667,0.487568556,,
"Victoria County, Texas",Total,05000US48469,90990,67450,28,87125,612,63785,566,48469,31123,0.487936035,,
"Monroe County, Arkansas",Total,05000US05095,7540,5945,31,7505,26,5910,43,05095,2884,0.487986464,,
"Perry County, Kentucky",Total,05000US21193,27820,21710,69,27740,67,21635,64,21193,10572,0.488652646,,
"Dickson County, Tennessee",Total,05000US47043,50925,38870,11,50265,167,38250,148,47043,18699,0.488862745,,
"DeKalb County, Tennessee",Total,05000US47041,19160,14890,38,18345,258,14225,197,47041,6955,0.488927944,,
"Crane County, Texas",Total,05000US48103,4825,3355,55,4285,122,2830,124,48103,1384,0.489045936,,
"Putnam County, Tennessee",Total,05000US47141,74650,58935,7,71180,562,55635,517,47141,27212,0.489116563,,
"Carter County, Kentucky",Total,05000US21043,27290,21120,97,27160,102,21005,120,21043,10278,0.489312069,,
"Pike County, Arkansas",Total,05000US05109,11015,8475,18,10640,110,8135,89,05109,3981,0.489366933,,
"Marshall County, Tennessee",Total,05000US47117,31335,23850,65,30865,148,23405,152,47117,11455,0.489425336,,
"Echols County, Georgia",Total,05000US13101,4025,2910,163,3455,250,2415,264,13101,1182,0.489440994,,
"Big Horn County, Montana",Total,05000US30003,13215,8780,,13085,82,8655,83,30003,4237,0.489543616,,
"Buchanan County, Virginia",Total,05000US51027,23160,18985,85,22975,68,18885,92,51027,9247,0.489647869,,
"Medina County, Texas",Total,05000US48325,47920,36425,127,46645,325,35205,348,48325,17246,0.489873598,,
"San Miguel County, New Mexico",Total,05000US35047,28350,22555,152,27590,257,21945,254,35047,10751,0.489906585,,
"Miller County, Arkansas",Total,05000US05091,43665,33105,,43405,98,32845,100,05091,16091,0.48990714,,
"Tift County, Georgia",Total,05000US13277,40690,30565,71,39075,439,29020,424,13277,14219,0.489972433,,
"Monroe County, Tennessee",Total,05000US47123,45480,35560,83,44665,472,34885,309,47123,17093,0.489981367,,
"Elkhart County, Indiana",Total,05000US18039,201640,145185,37,189105,1093,133940,855,18039,65630,0.48999552,,
"Marion County, Tennessee",Total,05000US47115,28365,22315,25,28205,69,22160,72,47115,10862,0.490162455,,
"Runnels County, Texas",Total,05000US48399,10410,7935,46,10190,71,7715,96,48399,3782,0.490213869,,
"Hardin County, Tennessee",Total,05000US47071,25840,20480,22,25640,80,20290,67,47071,9949,0.490340069,,
"Northumberland County, Pennsylvania",Total,05000US42097,93590,75095,87,93150,127,74685,147,42097,36622,0.490352815,,
"Live Oak County, Texas",Total,05000US48297,11975,9505,127,11235,266,8770,252,48297,4302,0.490535918,,
"Nacogdoches County, Texas",Total,05000US48347,65555,50120,62,60880,575,46115,484,48347,22622,0.490556218,,
"Matagorda County, Texas",Total,05000US48321,36720,27145,57,34270,472,24845,439,48321,12196,0.490883478,,
"Putnam County, Indiana",Total,05000US18133,37625,30375,116,37185,128,29955,119,18133,14715,0.491236855,,
"Grimes County, Texas",Total,05000US48185,27140,21090,29,25285,347,19405,353,48185,9533,0.491265138,,
"Jeff Davis County, Georgia",Total,05000US13161,14955,10845,,14435,175,10370,142,13161,5096,0.491417551,,
"Cannon County, Tennessee",Total,05000US47015,13855,10975,74,13650,110,10810,111,47015,5314,0.491581869,,
"Duval County, Texas",Total,05000US48131,11510,8705,77,11270,146,8475,152,48131,4168,0.49179941,,
"Chester County, Tennessee",Total,05000US47023,17355,13440,83,17045,120,13225,85,47023,6507,0.492022684,,
"Forrest County, Mississippi",Total,05000US28035,76275,58625,43,74415,317,57035,260,28035,28064,0.492048742,,
"Pawnee County, Kansas",Total,05000US20145,6840,5525,28,6725,60,5405,63,20145,2661,0.492321924,,
"Hunt County, Texas",Total,05000US48231,89070,67655,,85020,525,64090,389,48231,31554,0.492338898,,
"Independence County, Arkansas",Total,05000US05063,37030,28145,103,36470,216,27650,178,05063,13614,0.492368897,,
"Galax city, Virginia",Total,05000US51640,6860,5370,224,6210,279,4825,297,51640,2376,0.492435233,,
"Benton County, Tennessee",Total,05000US47005,16175,13040,59,15970,127,12845,107,47005,6328,0.492643052,,
"Whitfield County, Georgia",Total,05000US13313,103655,75520,52,89510,849,62200,725,13313,30658,0.492893891,,
"Garfield County, Oklahoma",Total,05000US40047,62480,46475,,59380,568,44030,378,40047,21710,0.493072905,,
"Finney County, Kansas",Total,05000US20055,36985,25425,,31680,479,20600,412,20055,10159,0.49315534,,
"Baraga County, Michigan",Total,05000US26013,8610,7145,115,8535,44,7075,110,26013,3490,0.493286219,,
"Owsley County, Kentucky",Total,05000US21189,4550,3580,128,4540,19,3565,132,21189,1759,0.493408135,,
"Estill County, Kentucky",Total,05000US21065,14405,11240,38,14400,13,11235,38,21065,5545,0.493546951,,
"Parke County, Indiana",Total,05000US18121,17035,13400,36,16955,55,13330,51,18121,6582,0.493773443,,
"Clinton County, Pennsylvania",Total,05000US42035,39535,31435,24,39250,104,31165,108,42035,15394,0.493951548,,
"Washington County, New York",Total,05000US36115,62465,50135,37,61955,162,49640,163,36115,24528,0.494117647,,
"Chicot County, Arkansas",Total,05000US05017,11190,8620,18,10975,133,8450,91,05017,4176,0.494201183,,
"Wayne County, Indiana",Total,05000US18177,67425,52435,16,66480,235,51750,181,18177,25579,0.494280193,,
"Clinton County, New York",Total,05000US36019,81505,66595,,79790,261,64910,257,36019,32105,0.494607919,,
"Hall County, Texas",Total,05000US48191,3160,2405,,2900,95,2205,61,48191,1091,0.49478458,,
"Eddy County, New Mexico",Total,05000US35015,56370,41600,40,54225,586,39745,441,35015,19667,0.494829538,,
"Latimer County, Oklahoma",Total,05000US40077,10645,8250,28,10585,32,8195,41,40077,4056,0.494935937,,
"Fulton County, Arkansas",Total,05000US05049,12185,9725,33,12105,61,9640,52,05049,4772,0.495020747,,
"Tillman County, Oklahoma",Total,05000US40141,7610,5745,,7305,103,5465,91,40141,2706,0.495150961,,
"Hancock County, Georgia",Total,05000US13141,8745,7425,72,8520,99,7230,121,13141,3580,0.495159059,,
"Wetzel County, West Virginia",Total,05000US54103,15995,12695,21,15950,46,12650,53,54103,6265,0.495256917,,
"Rusk County, Texas",Total,05000US48401,53195,40785,65,50570,395,38330,367,48401,18994,0.495538742,,
"Haskell County, Oklahoma",Total,05000US40061,12835,9735,,12660,41,9560,39,40061,4738,0.495606695,,
"Lauderdale County, Mississippi",Total,05000US28075,79235,60155,129,78460,403,59510,272,28075,29506,0.495815829,,
"Angelina County, Texas",Total,05000US48005,87655,64740,25,82750,483,60325,416,48005,29911,0.495830916,,
"Giles County, Tennessee",Total,05000US47055,29035,22930,51,28415,169,22460,131,47055,11137,0.495859305,,
"Cook County, Georgia",Total,05000US13075,17105,12540,4,16770,113,12215,112,13075,6057,0.495865739,,
"Polk County, Tennessee",Total,05000US47139,16695,13235,,16580,71,13145,52,47139,6520,0.496006086,,
"Carroll County, Kentucky",Total,05000US21041,10775,8060,16,10490,80,7770,79,21041,3855,0.496138996,,
